Lake,Code,Region,Date.Survey,Month.Sampled,Date.Rep.Survey,Latitude,Longitude,East_NZMG,North_NZMG,PRIMARY FENZ class ,GEOMORPHIC Class,MaxDepth,LakeArea,LakeVolume,lkElev,FENZ SumPress1A,FENZ SumPress1B,RegionalRa,Regional rank,National Rank,NationalCu,Natural_cover,Urban,Pasture,Landuse_Pressure,Impervious,InvasivePlants,InvasiveFish,DamEffectUpstream,DamEffectDownstream,DecTemp,DecSolrad,Fetch,SumWind,catBeech,catGlacial,catHard,catPeat,catPhos,catSlope,catAnnTemp,DirectDistCoast,ResidenceTime,MeanWind,Catch.flow,catJuneSolRad,catCalc,catPsize,catAlluv,Alpine.Grass,Indi.Hard,Built.up,Decid.Hard,Dep.Grass,Dune.Shrub,Estu.Wat,Exot.For,Fernland,Flaxland,For.Harv,Gorse,Gravel,Herb.FW.Veg,Herb.Sal.Veg,High.Prod.Exotic.Grass,Indi.For,Landslide,Low.Prod.Grass,Manuka,Matagouri,Mixed.Exo.Shrub,Orchard,Peat.Shrub,Per.Snow,River,Sand,Short.rot.Crop,Sub.Alp.Shrub,Mine,Tussock,Trans.Infra,Parkland,Max.Depth,Sampling.Depth ,Secchi.Disk,Thermocline,Altitude,Zooplankton.Net.Depth,Zooplankton.filtered,Phytoplankton.net.depth,Phytoplankton.filtered,WCS.Bul.TN,WCS.Bul.Nitrite,WCS.Bul.Nitrate,WCS.Bul.TKN,WCS.Bul.TP,WCS.Bul.TSS,WCS.Bul.VSS,WCS.DOC,WCS.TOC,WCS.DIN.Nitrite,WCS.DIN.Nitrate,WCS.DIN.Ammonia,WCS.DIN.DRP,WCS.Arsenic,WCS.Cadmium,WCS.Chromium,WCS.Copper,WCS.Lead,WCS.Mercury,WCS.Nickel,WCS.Zinc,WCS.Chla,BS.Bul.TN,BS.Bul.Nitrite,BS.Bul.Nitrate,BS.Bul.TKN,BS.Bul.TP,BS.Bul.TSS,BS.Bul.VSS,BS.DOC,BS.TOC,BS.DIN.Nitrite,BS.DIN.Nitrate,BS.DIN.Ammonia,BS.DIN.DRP,BS.Arsenic,BS.Cadmium,BS.Chromium,BS.Copper,BS.Lead,BS.Mercury,BS.Nickel,BS.Zinc,Data.Quality,TLI3,TL-P,TL-N,TL-Chl-a,Median-TP,Median-TN,Median-Chl-a,Chla-95,Bloom,Shallow/Deep,Monitored.Month.TN,Monitored.Month.TP,Monitored.Month.Chla,Days.Different,PW.DRP.concentration.DL,PW.TP,Ex.P.PW,PF.NH4Cl.P,PF.BD.P,PF.NaOH.rP,PF.Org.P,PF.HCl.P,PF.Res.P,PF.Total.P,PF.NH4Cl.P%,PF.BD.P%,PF.NaOH.rP%,PF.Org.P%,PF.HCl.P%,PF.Res.P%,Pot.Mob.P.SL,Pot.Mob.AL,Pot.Mob.AL.Org.P,EPC,AR.P.DW,AR.N.DW,AR.P,AR.N,Sys.for.Densities,Tot.BD.sedm.PW.g.cm3,Tot.BD.sedm.PW.kg.m3,DryBD.DW.g.cm3,DryBD.DW.,PW.density.g.cm3,PW.density.,AM.sedm.PW.g.cm2,AM.sedm.PW.kg.m2,AM.DW.g.cm2,AM.DW.kg.m2,AM.PW.g.cm2,AM.PW.kg.m2,Tot.PW,BulS.Ash,BulS.OM,BulS.Carbonates,BulS.TOC,BulS.TN,BulS.Iron,BulS.Manganese,BulS.Aluminium,BulS.Calcium,BulS.Lead,BulS.Copper,BulS.Cadmium,BulS.Zinc,BulS.Phosphorus,BulS.Sulfur,GS..63,GS.63.2mm,GS..2mm,TRR.Mn.Fe,TRR.TOC.TP,TRR.Al.Fe,TRR.AL.P,TRR.Fe.P,TN:TP,RSE.NaOH.Al.BD.Fe,RSE.NaOH.rP.BD.P,RSE.BD.Fe.TOC,RSE.TOC.Res.P,SI.d15N,SI.d13C,SI.C:N,BD.Fe.molar,NaOH.Al,Sieve0.05,Sieve0.06,Sieve0.12,Sieve0.24,Sieve0.49,Sieve0.98,Sieve2,Sieve3.9,Sieve7.8,Sieve15.6,Sieve31,Sieve37,Sieve44,Sieve53,Sieve63,Sieve74,Sieve88,Sieve105,Sieve125,Sieve149,Sieve177,Sieve210,Sieve250,Sieve300,Sieve350,Sieve420,Sieve500,Sieve590,Sieve710,Sieve840,Sieve1000,Sieve1190,Sieve1410,Sieve1680,Sieve2000,Sieve2380,Sieve2830,Sieve3360,Dx (10),Dx (50),Dx (90)
Lake Rotoehu,40188,Bay of Plenty,02/04/2019,April,,-38.0151729,176.5319335,2820034,6347680,A,V,13.5,790.1,35554381,296.87,0.464,0.285,14,6.416,589,11.75,0.5418,0.55,23.29,65.83,124.9444,171,8.5,0,0,17.12,2349.4,4224,2.76,0,0,2.84,0,2.66,6.43,11.89,18875.21,121.3315888,2.575460076,106957718,662.268455,1.46686244,1.87497699,NA,0,0.940081967,0.74397584,0.033179535,0,0,0,21.06574387,0,0,6.650157282,0.385331368,0,1.575358055,0,32.98487804,34.46241817,0,0.103608808,0.89049585,0,0,0,0,0,0,0.092214792,0,0,0,0,0,0.072556423,13,,0.8,,297,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.93,5.05,4.48,5.26,41,418.5,13.15,40.63,46.2,deep,778,71,40,13,0.002,<0.05,4.0862,4.021,930.3,201.5,380.1,25.83,159,1701,0.24,54.7,11.8,22.3,1.52,9.3,1516,1314,934, ,14.75,-7002.11,7.72,-3663.71,C,0.881,881,0.026,26.2,0.854,854,17610,17.6,523,0.523,17087,17.1,97,76.5,23.5,4,10.4,1.45,26500,6670,11300,2820,3.48,4.22,0.061,34.1,1870,11700,58.35,41.65,0,0.2559,143.4,0.88,6.94,7.86,7.75,0.98,0.22,0.01,1686.8,,,,0.083,0.081422676,0,0,0,0,0,0.27,0.84,2.33,6.44,17.83,35.78,41.05,46.45,52.52,58.35,63.83,69.61,75.15,80.13,84.43,87.98,90.95,93.42,95.59,97.08,98.4,99.26,99.75,99.96,100,100,100,100,100,100,100,100,100,10.4,49.1,198
Lake Karaka,50320,Northland,08/11/2018,November,,-36.31386667,174.0384667,2603865,6542655,A,W,5,10.6,175839,5.92,0.4,0.4,38,0,938,73.779,0.4183,0,0,2.2,142.0031,0,0,0,0,18.4,2326.25,539,4.66,0,0,4,0,1,3.99,14.42,1768.82,148.8230981,4.632536173,431258.56,665,1,2,0.01044277,0,0,0,0,0,0,0,49.4730057,0,0,0,0,0,0.116470612,0,0,0,0,22.91171833,27.49880535,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.8,2.1,,6,,,,,,,,,,,,4.3,5.1,,,,,0.0013,<0.00001,<0.0002,<0.0002,<0.00005,<0.0001,<0.0002,<0.001,Not tested,,,,,,,,,,,,,,,,,,,,,,1,4.97,4.72,4.65,5.54,26,418,7.1,127.69,60,shallow,278,18,8.5,2,0.059,0.24,5.0211,4.553,1726,239.8,278.9,62.56,642,2954,0.17,58.4,8.1,9.4,2.12,21.7,2250,2010,1731, ,4.25,-504.82,21.73,-2580.99,P,2.286,2286,0.256,255.6,2.03,2030,45711,45.7,5113,5.113,40598,40.6,88.8,73.7,26.3,3.6,11.3,1.1,67100,488,4360,6140,3.49,4.41,0.018,23,1850,3050,44.59,55.41,0,0.0074,157.5,0.13,2.71,20.12,5.95,0,0.14,0.051,453.9,1.268,-30.7763,11.5386045,0.483,0.002114577,0,0,0,0,0,0.18,1.01,2.38,5.53,11.21,21.87,26.37,31.58,38.02,44.59,50.91,57.64,64.14,70.07,75.38,80,84.05,87.51,90.51,92.52,94.26,95.53,96.51,97.45,98.22,98.89,99.4,99.74,99.94,100,100,100,100,13.8,72.3,290
Lake Wainui,17761,Northland,17/08/2019,August,,-36.10130034,173.8816115,2590008,6566357,C,W,11.8,3.8,151178,40.26,0.269,0.269,128,0,3101,73.744,0.3064,0,88.17,38.51,0,0,0,0,0,18.38,2365.45,410,4.13,0,0,4,0,1,3.98,14.32,524.59,45.0501901,4.098608255,1224852.74,669,1,2,0.00116448,0,0,0,0,0,0,0,5.312491276,0,0,0,0,0,0.215268384,0,89.49169253,0,0,0.271321912,0,1.245422454,3.272707547,0,0,0,0,0.191095896,0,0,0,0,0,0,11.5,10.7,4.7,,40,7,,7,,0.59,0.0032,0.279,0.31,0.12,<3,<3,4.4,4.1,0.0034,0.31,0.01,<0.002,0.00097,<0.00001,0.00028,<0.0002,<0.00005,<0.00008,<0.0002,0.0068,0.0016,,,,,,,,,,,,,,,,,,,,,,1,3.95,3.93,4.3,3.61,18,414,2.55,9.86,0,deep,574,17,2.5,5,0.003,0.11,0.0824,0.0735,244.1,96.9,132.4,24.21,320,818,0.01,29.9,11.9,16.2,2.96,39.1,473,377,244, ,1.41,7.35,14.85,77.44,P,2.083,2083,0.526,526.5,1.557,1557,41662,41.7,10530,10.53,31132,31.1,74.7,85.4,14.6,1.1,1.1,0.11,14500,103,10700,2330,2.8,3.4,0.028,26.4,260,1200,45.21,54.79,0,0.0072,109.1,1.53,47.24,30.93,4.23,1.96,0.4,0.04,88.6,,,,0.036,0.071276906,0,0,0,0,0,0,0.5,2.02,5.5,11.81,24.16,28.93,34.07,39.85,45.21,50.03,55.06,60.24,65.71,71.91,78.53,85.2,91.26,96.13,98.75,99.92,100,100,100,100,100,100,100,100,100,100,100,100,13.3,73.9,240
Lake Rotokawau,50413,Northland,07/11/2018,November,15/08/2019,-36.35028333,174.1465167,2613517,6538807,A,W,11,25.7,942203,59.99,0.259,0.064,121,0,2685,91.782,0.3167,0,24.51,135.95,0,217.6,0,0,0,18.27,2353.1,882,4.65,0,0,3.98,0,0.99,2.29,14.44,2234.72,43.76036397,4.6901443,7858807.81,663.75,0.99,1.99,0.00050703,0,0.846421793,0,0,0,0,0,23.98961764,0,0,26.61684449,0,0,0.448268115,0,26.52902184,0,0,0.685593835,17.74175247,0,0,0,0,0,0,3.142479821,0,0,0,0,0,0,13,12.9,2.2,,60,6,,6,,,,,,,,,5.9,7.3,,,,,<0.0005,<0.00001,<0.0002,0.0002,<0.00005,<0.0001,0.0002,<0.001,0.0086,,,,,,,,5.8,6.8,0.004,<0.002,0.759,<0.002,0.0008,<0.00001,<0.0002,0.0002,0.0002,<0.0001,<0.0002,0.002,1,3.53,3.06,4.32,3.22,8,397,1.9,12.185,0,deep,563,16,20.6,30,0.01,0.37,0.1314,0.0817,23.22,257.8,317.4,8.01,455,1062,0.012,2.2,24.3,29.9,0.75,42.9,599,341,23, ,2.53,15.73,17.46,108.55,P,2.062,2062,0.345,345.2,1.717,1717,41243,41.2,6903,6.903,34340,34.3,83.3,77.9,22.1,0.5,7,0.64,19200,180,13500,3320,4.91,5.95,0.085,53.4,619,3030,15.43,83.56,0.99,0.0095,291.6,1.46,25.04,17.2,10.34,10.91,11.1,0.003,396.7,,,,0.018,0.197966059,0,0,0,0,0,0,0.04,0.78,2.07,4.17,8.27,9.76,11.37,13.3,15.43,17.88,21.36,26.14,32.1,39.41,47.3,55.29,62.89,69.85,74.8,79.53,83.32,86.45,89.52,91.98,94.15,95.9,97.24,98.26,98.99,99.51,99.82,99.98,38,187,732
Lake Te Kahika,24633,Northland,14/11/2018,November,29/06/2019,-34.62373575,173.0010867,2510898,6730838,A,W,11,14.5,531127,15.59,0.299,0.299,41,92.188,2632,91.803,0.3113,0,0,1.62,0,0,0,0,0,19.49,2364,782,4.57,0,0,3.98,0,0.99,3.62,15.76,875.72,168.4358739,4.706349611,1150951.17,735,0.99,1.99,NA,0,0,0,0,0,0,0,95.99476936,0,0,0,0,0,3.073823027,0,0,0,0,0,0.698023789,0,0,0,0,0,0,0.233383828,0,0,0,0,0,0,10.8,10.2,0.96,,16,8,,8,,,,,,,,,10.5,14.2,,,,,<0.0005,<0.00001,0.0005,0.0005,0.0002,<0.0001,0.0098,0.02,<0.0006,0.54,0.015,0.031,0.49,0.016,3,<3,11.4,15.2,0.0035,0.034,0.03,<0.002,<0.0005,0.00002,0.0005,<0.0002,0.00009,<0.0001,0.0098,0.02,1,2.65,2.45,4.19,1.32,5.5,394.5,0.4,1.7,0,deep,383,6,0.1,1,0.016,0.26,0.1761,0,12.16,340.1,414.9,11.33,93.3,872,0.02,1.4,39,47.6,1.3,10.7,767,427,12, ,1.84,-23.11,6.95,-87.36,P,2.27,2270,0.189,189,2.081,2081,45401,45.4,3781,3.781,41620,41.6,91.7,64.2,35.8,5,14.9,0.79,44600,32.7,16200,2460,12.7,6.18,0.18,94.8,928,22000,45.41,53.12,1.44,7.00E-04,414.1,0.75,20.04,26.66,8.51,6.59,27.97,0.006,4118.3,,,,0.069,0.451994863,0,0,0,0,0,0.64,2.28,4.77,9.89,19.93,32.24,35.48,38.71,42.2,45.41,48.26,51.05,53.51,55.56,57.24,58.68,60.03,61.51,63.29,65.1,67.81,71,74.64,79.32,83.79,88.24,92.08,95.06,97.19,98.53,99.35,99.77,99.97,7.88,82.3,1080
Lake Waipara,19575,Northland,13/11/2018,November,,-34.58615,172.8536833,2497639,6735082,C,W,10,2,66115,77.12,0.3,0.3,20,53.711,1831,72.021,0.3103,0,0,1.24,12.7837,0,0,0,0,19,2367.02,290,4.63,0,0,4,0,1,2.54,15.42,3319.56,96.57430043,4.803999901,249880.64,737,1,2,0.0042306,0,0,0,0,0,0,0,95.83152619,0,0,0,0,0,0,0,0,0,0,0,1.793648499,0,0,0,0,0,0,2.37482531,0,0,0,0,0,0,4.8,4.7,3.95,,77,,,,,,,,,,,,8.7,9.2,,,,,<0.0005,<0.00001,<0.0002,<0.0002,0.00008,<0.0001,<0.0002,0.0029,Not tested,,,,,,,,,,,,,,,,,,,,,,1,3.69,3.48,4.24,3.36,12.5,388,2,7.1,0,shallow,329,13,0.8,1,0.27,0.76,3.0572,0.0974,21.61,62.29,225.2,22.58,132,467,0.655,4.6,13.3,48.2,4.84,28.3,312,250,25,0.0016,0.87,20.74,1.46,34.56,C,0.997,997,0.083,83.3,0.913,913,19936,19.9,1667,1.667,18270,18.3,91.6,71.1,28.9,8.2,6.1,0.59,10700,88.6,7900,1710,2.44,4.03,0.016,25.4,244,2710,16.88,80.21,2.85,0.0084,644.7,1.53,37.17,24.32,24.18,6.24,2.88,0.002,1191.7,0.084,-29.6263,12.05141428,0.008,0.051534252,0,0,0,0,0,0,0.11,0.91,2.53,5.07,9.52,11.11,12.8,14.78,16.88,19.17,22.22,26.21,31.01,36.71,42.71,48.65,54.18,59.19,62.82,66.58,70.06,73.51,77.69,81.65,85.69,89.38,92.51,95.1,97.09,98.58,99.5,99.94,32.7,219,1230
Lake Kanono,50373,Northland,15/11/2018,November,14/08/2019,-36.36485,174.1484167,2613250,6537016,A,W,14,77.1,3597560,57.29,0.426,0.106,117,0,2568,65.943,0.4538,0,1.04,5.42,0,169.4,0,0,0,18.2,2351.29,1425,4.67,0,0,3.99,0,0.99,2.72,14.4,1828.04,494.7157246,4.69353056,2654270.21,663.26,0.99,1.99,0.00192785,0,2.740039986,0,0,0,0,0,0.667134823,0,0,64.93102655,0,0,0,0,1.219840153,0,0,2.00840553,18.26070482,0,0,0,0,0,0,10.17284814,0,0,0,0,0,0,14.9,14.8,NA,,57,10,,10,,0.32,<0.001,<0.002,0.32,0.019,<3,<3,5,5.4,<0.001,<0.002,<0.005,<0.002,0.0049,<0.00001,<0.0002,<0.0002,<0.00005,<0.0001,<0.0002,<0.001,0.0025,,,,,,,,,,,,,,,,,,,,,,1,4.38,3.72,4.52,4.89,15,386.5,6.2,49.34,40,deep,246,10,3.9,13,0.006,0.095,2.5349,2.382,806.6,192.5,529.6,22.53,632,2186,0.116,36.9,8.8,24.2,1.03,28.9,1531,1339,809, ,97.97,276.61,76.4,215.72,C,1.03,1030,0.039,39,0.992,992,20610,20.6,780,0.78,19830,19.8,96.2,71.5,28.5,5.4,12.2,1.6,26000,383,23900,3490,5.82,8.68,0.055,34.2,1530,6010,47.73,52.27,0,0.015,205.6,1.9,17.93,9.43,10.46,0.57,0.24,0.013,497.8,0.5907,-25.75038,10.18554536,0.134,0.076462348,0,0,0,0,0,0.39,1.43,3.75,8.02,15.74,27.41,31.53,36.17,41.86,47.73,53.49,59.78,65.96,71.63,76.63,80.85,84.41,87.39,90.06,92.03,94.09,95.88,97.4,98.73,99.56,99.96,100,100,100,100,100,100,100,9.68,67.2,299
Lake Haupiri,39225,West Coast,21/01/2020,January,,-42.567542,171.692006,2402416,5847998,E,G,43.58,223.8,32514025,176.03,0.779,0.194,106,28.989,376,6.941,0.9802,0,9.77,201.64,0,58.2667,0,0,0,15.82,2194.68,2646,2.52,61.94,0,2.52,0,2.76,8.33,10.15,41511.99,98.89287484,2.565535784,120004821,506.91,0.99,3.31,0.00012785,0,0.017232037,0.136009351,0,0,0,0,1.808824376,1.868005872,0.202282168,0.082276625,0.558260555,0,6.013038196,0,11.07550249,70.49412103,0,2.116432261,1.776059935,2.50163035,0,0,0,0,0,0,0,0.931458089,0.180789077,0.162048915,0.076028676,0,18.5,,2.13,3,176,16.5,,16.5,,0.54,0.004,0.0587,0.48,0.015,3,<3,8.2,9.3,0.00785,0.41,0.02,<0.002,<0.0005,<0.00002,0.00031,0.0016,0.00048,<0.00008,0.00048,0.02,0.0058,0.3,0.00506,0.054,0.24,0.02,3,<3,8.3,9.5,0.00845,0.489,0.03,<0.002,0.00054,<0.00002,0.00027,0.00093,0.00043,<0.00008,0.00023,0.0089,2,3.52,3.61,4.1,2.84,14,358,1.5,5.029,0,deep,,,,,0.003,0.36,0.1287,0.1079,121.3,700.5,578.8,198.9,160,1760,0.007,6.9,39.8,32.9,11.3,9.1,1401,700,121, ,3.43,26.74,8.5,66.34,C,0.985,985,0.124,124,0.86,860,19690,19.7,2481,2.481,17209,17.2,87.4,80.4,19.6,3.7,9.1,0.89,47300,1030,24600,4360,34.3,43.5,0.13,91.6,1570,1400,62.18,33.77,3.93,0.0221,149.5,1.08,17.99,16.71,5.67,1.88,5.78,0.022,1466.7,2.43075,-29.16875,18.78320155,0.168,0.31608311,0,0,0,0,0,1.18,3.57,8.04,17.52,32.48,48.06,51.74,55.25,58.91,62.18,65.05,67.83,70.22,72.13,73.54,74.55,75.29,75.87,76.42,76.92,77.68,78.65,79.88,81.73,83.74,86.11,88.66,91.18,93.69,95.95,97.85,99.16,99.88,4.7,34,1300
Lake Kahuparere,50371,Northland,14/08/2019,August,,-36.36910358,174.1573594,2614438,6536283,C,W,7.5,7.3,183458,57.5,0.432,0.432,65,0,1869,41.076,0.4868,0,13.44,31.27,0,0,0,0,0,18.2,2356.98,420,4.62,0,0,3.98,0,0.99,2.33,14.43,1057.69,48.01729694,4.649416685,1394538.88,663.27,0.99,1.99,0.00322644,0,0.245158923,0,0,0,0,0,0.530928013,0,0,48.8557794,0,0,0.008238538,0,14.4011727,0,0,0.988791011,18.7926464,0,0,0,0,0,0,16.17728502,0,0,0,0,0,0,7,,2.9,,58,5,,5,,0.51,0.0022,0.0565,0.45,0.065,<3,<3,4.5,5.1,0.0023,0.0547,0.08,<0.002,0.002,<0.00001,<0.0002,0.00032,0.000053,<0.00008,<0.0002,0.0056,0.0074,,,,,,,,,,,,,,,,,,,,,,1,4.02,3.56,4.17,4.34,14,356,4.5,20.56,0,shallow,483,14,9.8,7,0.01,0.22,0.2065,0.1621,649.2,385.1,264.1,67.69,440,1806,0.011,35.9,21.3,14.6,3.75,24.4,1299,914,649,0.0182,3.33,61.29,10.61,195.29,C,0.866,866,0.159,159.3,0.707,707,17321,17.3,3186,3.186,14135,14.1,81.6,85.2,14.8,0.9,6.9,1,65300,877,22500,6340,6.57,6.7,0.082,53.1,1450,2500,19.8,80.2,0,0.0137,122.7,0.71,17.81,24.98,6.9,0.24,0.59,0.073,404.4,1.214225,-31.730565,10.50381656,0.417,0.100251973,0,0,0,0,0,0,0.03,0.65,1.94,4.22,8.99,10.95,13.22,16.22,19.8,24.03,29.95,37.73,46.95,57.55,68.34,78.53,87.17,93.89,97.55,99.55,100,100,100,100,100,100,100,100,100,100,100,100,34.1,132,267
Lake Rerewhakaaitu,40071,Bay of Plenty,04/04/2019,April,,-38.2920385,176.5000859,2816346,6317066,A,V,15.8,517,27228195,438.74,0.237,0.115,24,28.118,1949,72.979,0.3629,0.1,58.34,96.3,0,270,18,0,1,16.54,2347.57,3650,3.36,0,0,3.07,0,1.93,2.92,10.99,48500.88,422.3190694,3.117707849,23532662.8,641.048159,1.00629973,2.15550399,NA,0,0.518554607,0.124632896,0.576716402,0,0,0,15.50084382,0,0,0.472163214,0.177172907,0.112605745,2.186607435,0,68.66462978,6.608247678,0,0,3.119823669,0,0.302492688,0,0,0,0,0,0,0.573575405,0,0.813991721,0.157349948,0.09059209,14,,2.2,3,439,10,,10,,,,,,,,,5.4,6,,,,,0.0012,0.00001,<0.0002,0.0004,<0.00005,<0.0001,<0.0002,0.0027,0.014,,,,,,,,4.9,5.1,,,,,<0.0005,<0.00001,<0.0002,<0.0002,<0.00005,<0.0001,<0.0002,<0.001,1,3.77,3.23,4.1,3.98,10,356,3.85,10.81,0,deep,440,18,9.7,12,0.011,0.01,0.2811,0.12547496,136.1,376.7,381.4,12.57,178,1085,0.026,12.5,34.7,35.2,1.16,16.4,894,518,136, ,1.01,12.08,1.22,14.63,C,0.917,917,0.061,60.6,0.857,857,18349,18.3,1212,1.212,17137,17.1,93.4,78.2,21.8,1.6,9.3,1.1,61400,812,20300,2560,8.53,11.9,0.17,48.6,1160,4300,39.82,60.18,0,0.0134,206.7,0.68,20.09,29.36,9.48,0.59,2.77,0.043,1347.4,,,,0.337,0.199007029,0,0,0,0,0,0.36,1.29,3.19,7.19,14.08,23.22,26.3,29.88,34.55,39.82,45.45,52.24,59.64,67.03,74.09,80.3,85.57,89.75,93.08,95.15,96.84,98.01,98.83,99.46,99.83,100,100,100,100,100,100,100,100,10.7,83.2,253
Lake Hayes,54190,Otago,27/06/2020,June,,-44.97495332,168.8110583,2179434,5572345,E,G,35,273.8,31945597,324.78,0.344,0.147,223,47.074,2433,91.368,0.3543,0.31,45.86,0.85,0,122.6667,24,0,0,15.88,2295.76,3050,3.9,0,0,3.01,0,2.99,11.05,8.68,76348.4,2586.230394,3.333204746,4508547.58,471.06206,1.99429572,3.35125065,22.3650856,0,0,0.400419382,2.530502999,0,0,0,5.708633422,0,0,0.209847417,0.138800406,0,0.046737633,0,47.95429186,0.647330404,0,10.87269631,0.228436423,0.19002413,7.264072751,0.214509519,0,0,0,0,1.106665209,0,0,19.82832022,0,2.658711918,33.2,,4.8,0,334,20,,20,,0.44,<0.001,0.0105,0.43,0.061,3,<3,1.7,1.6,<0.001,6.65,0.09,0.023,0.0015,<0.00002,<0.0002,0.0003,<0.00005,<0.00008,<0.0002,0.0084,0.017,,,,,,,,,,,,,,,,,,,,,,2,4.65,4.81,4.09,5.03,38,350,11,31.5,21.7,deep,,,,,0.001,0.048,0.9876,0.9729,410.8,140.7,343.5,570.3,200,1666,0.059,24.7,8.4,20.6,34.23,12,896,755,412, ,8.28,17.04,9.66,19.88,C,0.913,913,0.058,58.3,0.854,854,18255,18.3,1167,1.167,17088,17.1,93.6,74.2,25.8,5.8,10.3,0.59,41400,868,15600,13200,41.9,54.6,0.18,113,1570,17000,71.7,28.3,0,0.0213,169.2,0.78,11.41,14.63,3.76,0.92,0.34,0.005,1328.1,,,,0.047,0.042724698,0,0,0,0,0,0.14,0.82,2.86,8.5,21.86,44.07,50.88,57.74,65.12,71.7,77.36,82.67,87.05,90.44,92.92,94.75,96.21,97.44,98.53,99.26,99.78,99.98,100,100,100,100,100,100,100,100,100,100,100,8.72,36.2,122
Lake Harihari,12830,Waikato,14/10/2020,October,,-38.2115581,174.7215154,2660931,6331152,A,W,8.13,18.4,498605,16.04,0.319,0.073,23,98.534,2477,91.498,0.333,0,79.92,2.24,0,303.6,0,0,0,18.66,2310.34,810,4.43,0,0,2.23,0,1.88,8.57,13.82,420.53,210.6858853,4.643172026,863802.624,600.946903,1.88297868,1.32978725,2.22575522,0,0,0,0,0,0,0,0,0,0,0,0,0,8.243953601,0,66.37826737,0,0,0,24.95344098,0.424338057,0,0,0,0,0,0,0,0,0,0,0,0,9.3,,2.7,,8,,,,7,0.36,<0.001,<0.002,0.36,0.021,<3,<3,4.1,5.1,<0.001,<0.002,<0.005,<0.002,<0.0005,<0.00002,0.00021,0.00024,<0.00005,<0.00008,<0.0002,0.0065,0.0017,,,,,,,,,,,,,,,,,,,,,,1,3.86,3.49,4.35,3.75,12,338,3,9,0,shallow,,,,,0.001,0.78,0.1074,0.104,144.6,879.3,365.3,10.83,930,2330,0.005,6.2,37.7,15.7,0.46,39.9,1389,510,145, ,-0.52,9.44,-2.65,48.37,C,1.14,1140,0.256,256.2,0.884,884,22803,22.8,5124,5.124,17679,17.7,77.5,83.8,16.2,2.8,5.1,0.52,172000,1780,37200,2230,17.3,25.2,0.089,86.6,1830,1800,70.24,29.76,0,0.0105,71.9,0.45,23.34,52.13,2.84,0.37,6.08,0.196,141.4,,,,0.834,0.30751383,0,0,0,0,0.03,3.08,7.82,16.15,26.41,37.17,50.58,55.11,59.91,65.31,70.24,74.52,78.53,81.83,84.39,86.28,87.67,88.76,89.67,90.52,91.23,92.19,93.3,94.6,96.25,97.71,98.94,99.69,99.98,100,100,100,100,100,2.46,30.2,268
Lake Camp,41306,Canterbury,04/11/2019,November,,-43.615189,171.05698,2353070,5730709,G,G,13,43.8,1895901,675.94,0.338,0.084,97,26.857,1954,73.609,0.3529,0.69,0,2.02,0,230,0,0,0,13.56,2308.56,1275,4.55,0,0,2.21,0,3.78,8.62,8.26,72325.88,242.6715946,3.814580917,2851606.27,511.793046,0.97864771,3.06405687,31.3279877,0,0,0.750106353,0,15.57847171,0,0,1.477223738,0,0,0,0,0.153568445,0,0,0,0,0,78.31563337,0,3.147244965,0.160085844,0,0,0,0,0,0,0,0,0.417665571,0,0,20,,4.2,15,676,15,,15,,,,,,,,,3.5,17.5,,,,,<0.0005,<0.00001,<0.0002,0.001,0.00036,<0.00008,0.00059,0.026,0.0057,,,,,,,,,,,,,,,,,,,,,,2,3.31,2.78,4.01,3.14,7,330,2.2,4.4,0,deep,,,,,0.012,0.18,0.8067,0.6931,262.5,527.3,627,243.7,340,2001,0.04,13.1,26.3,31.3,12.18,17,1418,890,263, ,14.52,111,78.9,603.06,P,2.844,2844,0.272,271.6,2.572,2572,56870,56.9,5433,5.433,51437,51.4,90.4,69.4,30.6,1.3,4.9,0.73,20100,309,20000,6760,36.6,18.5,0.094,78.6,1130,1700,34.6,65.4,0,0.0156,111.8,2.06,20.32,9.87,6.46,4.73,2.01,0.009,371.7,,,,0.036,0.16826809,0,0,0,0,0,0.13,0.31,1.22,3.59,8.42,17.52,21,24.9,29.67,34.6,39.51,45.01,50.71,56.26,61.63,66.65,71.37,75.92,80.44,84.08,88.09,91.61,94.54,97.1,98.74,99.69,99.99,100,100,100,100,100,100,18.2,103,460
